"id","studentId","taskLibraryId","correct","mistakes","totalAnswers","answerRate","date"
6758,2257,400,"20.00",0,20,"14","2026-01-13"
6759,5080,89,"5.00",0,5,"0.4","2026-01-13"
6760,5303,189,"10.00",0,10,"5","2026-01-13"
6761,4798,325,"7.00",6,10,"1.1","2026-01-13"
6762,1875,189,"64.00",2,65,"13","2026-01-13"
6763,4762,233,"25.00",0,25,"4.1","2026-01-13"
6764,3760,28,"7.50",11,10,"1","2026-01-13"
6765,2257,409,"27.00",2,29,"9.7","2026-01-13"
6766,5080,183,"20.00",0,20,"11.1","2026-01-13"
6767,481,246,"56.00",48,72,"3.3","2026-01-13"
6768,436,246,"71.00",1,72,"12.1","2026-01-13"
6769,5291,415,"40.00",0,40,"11.9","2026-01-13"
6770,5299,80,"11.00",11,15,"1.2","2026-01-13"
6771,4484,448,"22.00",4,25,"0.4","2026-01-13"
6772,5299,183,"20.00",0,20,"28.6","2026-01-13"
6773,4729,448,"20.00",0,20,"4.7","2026-01-13"
6774,3799,298,"5.00",0,5,"3.3","2026-01-13"
6775,851,189,"21.00",0,21,"4.2","2026-01-13"
6776,4622,258,"27.00",2,29,"6.1","2026-01-13"
6777,5080,384,"15.00",0,15,"3.1","2026-01-13"
6778,2301,400,"19.00",1,20,"8.7","2026-01-13"
6779,4598,256,"54.00",1,55,"5.4","2026-01-13"
6780,4315,359,"79.00",9,87,"4.3","2026-01-13"
6781,3799,326,"5.00",0,5,"3.1","2026-01-13"
6782,5299,163,"5.00",0,5,"2.6","2026-01-13"
6783,3797,298,"5.00",0,5,"5.1","2026-01-13"
6784,4778,28,"2.75",11,5,"0.8","2026-01-13"
6785,5302,9,"4.75",1,5,"1.1","2026-01-13"
6786,1882,189,"109.00",2,111,"22.2","2026-01-13"
6787,3797,326,"5.00",0,5,"3.3","2026-01-13"
6788,4335,163,"4.00",3,5,"1.2","2026-01-13"
6789,2301,409,"26.00",1,27,"9","2026-01-13"
6790,3757,61,"2.75",1,3,"2.3","2026-01-13"
6791,4729,233,"22.00",4,25,"4.3","2026-01-13"
6792,4052,274,"39.00",1,40,"5.3","2026-01-13"
6793,3799,318,"5.00",0,5,"1.7","2026-01-13"
6794,5305,212,"76.00",4,80,"11.1","2026-01-13"
6795,4262,61,"2.00",4,3,"1","2026-01-13"
6796,3797,324,"5.00",0,5,"2","2026-01-13"
6797,395,218,"14.00",30,20,"3.4","2026-01-13"
6798,5291,231,"148.00",10,156,"17.3","2026-01-13"
6799,4052,400,"20.00",0,20,"6.7","2026-01-13"
6800,5123,359,"42.00",78,87,"5.1","2026-01-13"
6801,839,503,"96.00",7,102,"9.3","2026-01-13"
6802,3757,9,"5.00",12,8,"0.6","2026-01-13"
6803,3799,324,"5.00",0,5,"1.5","2026-01-13"
6804,4262,9,"1.25",7,3,"0.7","2026-01-13"
6805,3760,192,"17.00",4,20,"2.3","2026-01-13"
6806,3791,318,"5.00",0,5,"0.7","2026-01-13"
6807,2014,384,"15.00",0,15,"1.5","2026-01-13"
6808,481,241,"18.00",2,20,"1.3","2026-01-13"
6809,3784,523,"0.00",1,1,"7.5","2026-01-13"
6810,3797,318,"5.00",0,5,"1.5","2026-01-13"
6811,4497,16,"4.00",1,5,"0.8","2026-01-13"
6812,5193,524,"15.00",6,20,"0.9","2026-01-13"
6813,4290,200,"26.00",4,30,"2.1","2026-01-13"
6814,4622,358,"80.00",0,80,"4.8","2026-01-13"
6815,4120,16,"3.00",3,5,"0.7","2026-01-13"
6816,3757,54,"14.00",1,15,"3.1","2026-01-13"
6817,5233,183,"20.00",0,20,"18.5","2026-01-13"
6818,853,189,"56.00",3,59,"5.9","2026-01-13"
6819,3791,66,"0.00",6,1,"0.2","2026-01-13"
6820,4598,358,"28.00",2,30,"4.1","2026-01-13"
6821,4689,195,"20.00",0,20,"10.8","2026-01-13"
6822,4766,183,"9.00",1,10,"12.5","2026-01-13"
6823,2016,225,"58.00",5,62,"12.4","2026-01-13"
6824,436,241,"19.00",4,20,"2","2026-01-13"
6825,5159,274,"19.00",1,20,"2","2026-01-13"
6826,4874,211,"18.00",2,20,"3.5","2026-01-13"
6827,3797,66,"1.00",0,1,"0.9","2026-01-13"
6828,5306,213,"5.00",0,5,"10.7","2026-01-13"
6829,4729,24,"32.00",5,36,"4.2","2026-01-13"
6830,5073,280,"39.00",1,40,"7.6","2026-01-13"
6831,4598,182,"20.00",0,20,"19.7","2026-01-13"
6832,3757,292,"40.00",0,40,"3.5","2026-01-13"
6833,4350,406,"99.00",1,100,"4.1","2026-01-13"
6834,4877,359,"70.00",37,93,"2.8","2026-01-13"
6835,1874,189,"91.00",4,95,"19","2026-01-13"
6836,3797,247,"22.00",4,24,"8.9","2026-01-13"
6837,3791,247,"16.00",16,24,"3.7","2026-01-13"
6838,5309,188,"19.00",1,20,"3.4","2026-01-13"
6839,5305,183,"4.00",0,4,"10","2026-01-13"
6840,1876,189,"52.00",4,54,"10.8","2026-01-13"
6841,4828,359,"60.00",52,85,"0.8","2026-01-13"
6842,4689,190,"20.00",0,20,"2.6","2026-01-13"
6843,3792,247,"21.00",1,22,"8.6","2026-01-13"
6844,4729,183,"50.00",1,51,"9.1","2026-01-13"
6845,5193,144,"70.00",9,77,"6.7","2026-01-13"
6846,5022,61,"2.25",3,3,"0.3","2026-01-13"
6847,5306,288,"8.00",0,8,"6.3","2026-01-13"
6848,3607,195,"39.00",1,40,"4.3","2026-01-13"
6849,854,189,"41.00",1,42,"8.4","2026-01-13"
6850,5306,255,"10.00",0,10,"6.6","2026-01-13"
6851,4874,28,"1.00",4,2,"0.2","2026-01-13"
6852,4051,225,"243.00",2,245,"12.1","2026-01-13"
6853,5309,280,"17.00",3,20,"3.4","2026-01-13"
6854,3994,248,"1.00",0,1,"5","2026-01-13"
6855,5186,256,"57.00",3,60,"3.9","2026-01-13"
6856,3155,92,"9.00",1,10,"3.8","2026-01-13"
6857,4729,295,"92.00",1,93,"6.8","2026-01-13"
6858,5022,9,"3.00",0,3,"0.4","2026-01-13"
6859,4109,495,"19.00",2,20,"0.7","2026-01-13"
6860,5306,256,"9.00",0,9,"4","2026-01-13"
6861,5316,263,"14.00",1,15,"4.3","2026-01-13"
6862,5073,190,"20.00",0,20,"3.4","2026-01-13"
6863,4194,183,"20.00",0,20,"26.7","2026-01-13"
6864,5286,369,"17.00",3,20,"0.9","2026-01-13"
6865,3457,248,"20.00",0,20,"15.6","2026-01-13"
6866,5316,27,"5.00",1,6,"2.7","2026-01-13"
6867,4569,191,"20.00",0,20,"4.1","2026-01-13"
6868,4655,281,"156.00",6,162,"16.3","2026-01-13"
6869,1891,189,"234.00",4,238,"23.8","2026-01-13"
6870,4860,183,"19.00",1,20,"2.2","2026-01-13"
6871,5316,11,"59.00",1,60,"14.3","2026-01-13"
6872,3799,247,"28.00",6,30,"5.5","2026-01-13"
6873,5133,163,"5.00",0,5,"2.5","2026-01-13"
6874,4505,198,"50.00",0,50,"24.1","2026-01-13"
6875,4608,359,"27.00",140,87,"0.8","2026-01-13"
6876,5319,205,"17.00",4,20,"2","2026-01-13"
6877,4109,16,"1.00",8,5,"0.8","2026-01-13"
6878,4993,495,"19.00",1,20,"2.6","2026-01-13"
6879,3770,326,"5.00",0,5,"3.9","2026-01-13"
6880,4729,207,"29.00",1,30,"13.8","2026-01-13"
6881,844,263,"14.00",1,15,"4.8","2026-01-13"
6882,4595,195,"51.00",11,60,"2.9","2026-01-13"
6883,4808,359,"83.00",16,92,"3","2026-01-13"
6884,4474,271,"199.00",1,200,"25.1","2026-01-13"
6885,5127,183,"39.00",1,40,"16.2","2026-01-13"
6886,1918,189,"37.00",0,37,"7.4","2026-01-13"
6887,3770,324,"5.00",0,5,"3.4","2026-01-13"
6888,5046,516,"23.00",1,24,"10.7","2026-01-13"
6889,4828,183,"96.00",4,100,"15","2026-01-13"
6890,3887,61,"3.00",12,6,"1.4","2026-01-13"
6891,2051,225,"63.00",2,65,"13","2026-01-13"
6892,3895,89,"5.00",0,5,"2.1","2026-01-13"
6893,5322,182,"50.00",0,50,"8.8","2026-01-13"
6894,5148,525,"9.00",1,10,"1.1","2026-01-13"
6895,370,259,"76.00",15,87,"3.2","2026-01-13"
6896,3770,318,"5.00",0,5,"2.9","2026-01-13"
6897,5183,183,"18.00",3,20,"9.5","2026-01-13"
6898,4474,460,"99.00",1,100,"18.4","2026-01-13"
6899,3887,9,"1.00",12,3,"1","2026-01-13"
6900,4798,92,"5.00",0,5,"2.2","2026-01-13"
6901,4505,526,"200.00",0,200,"23.4","2026-01-13"
6902,3544,323,"46.00",8,50,"2.9","2026-01-13"
6903,5127,527,"22.00",5,25,"4.4","2026-01-13"
6904,3770,66,"1.00",0,1,"3.5","2026-01-13"
6905,5324,289,"74.00",7,80,"2.9","2026-01-13"
6906,3593,274,"19.00",1,20,"2.1","2026-01-13"
6907,4993,16,"1.00",6,5,"0.7","2026-01-13"
6908,5078,89,"5.00",0,5,"1.4","2026-01-13"
6909,5183,32,"60.00",0,60,"4.8","2026-01-13"
6910,1998,189,"39.00",0,39,"7.8","2026-01-13"
6911,2813,225,"34.00",10,40,"2.2","2026-01-13"
6912,5325,183,"26.00",0,26,"5.1","2026-01-13"
6913,4883,246,"27.00",137,74,"5.4","2026-01-13"
6915,5323,218,"17.00",4,20,"1.7","2026-01-13"
6916,4595,233,"17.00",4,20,"8.1","2026-01-13"
6917,4998,359,"57.00",72,87,"5.9","2026-01-13"
6918,5152,80,"10.00",6,15,"1.6","2026-01-13"
6919,4474,182,"99.00",1,100,"17.3","2026-01-13"
6920,3137,16,"0.75",5,2,"1.3","2026-01-13"
6921,5326,183,"40.00",0,40,"23.8","2026-01-13"
6922,4883,9,"1.75",52,10,"2.1","2026-01-13"
6923,841,189,"16.00",2,18,"3.6","2026-01-13"
6924,3799,66,"1.00",0,1,"0.3","2026-01-13"
6925,5186,298,"57.00",3,60,"2","2026-01-13"
6926,4105,495,"19.00",1,20,"2.3","2026-01-13"
6927,5133,298,"39.00",1,40,"5.1","2026-01-13"
6928,3137,9,"10.00",0,10,"3.4","2026-01-13"
6929,5124,80,"13.00",3,15,"2.5","2026-01-13"
6930,3510,381,"40.00",0,40,"11.3","2026-01-13"
6931,4723,359,"66.00",32,87,"5.5","2026-01-13"
6932,4860,11,"25.00",8,30,"0.8","2026-01-13"
6933,4825,183,"15.00",0,15,"25","2026-01-13"
6934,4316,495,"19.00",2,20,"0.7","2026-01-13"
6935,5325,185,"23.00",1,24,"2.5","2026-01-13"
6936,3137,396,"1.25",3,2,"0.9","2026-01-13"
6937,2823,427,"50.00",0,50,"6.2","2026-01-13"
6938,3510,182,"38.00",3,40,"11","2026-01-13"
6939,4474,528,"48.00",4,52,"10.5","2026-01-13"
6940,4998,246,"59.00",25,74,"7.8","2026-01-13"
6941,3137,66,"0.75",1,1,"0.5","2026-01-13"
6942,369,246,"59.00",22,72,"3","2026-01-13"
6943,5318,182,"54.00",1,55,"3.4","2026-01-13"
6944,5326,65,"15.00",5,20,"4.4","2026-01-13"
6945,3787,324,"5.00",0,5,"1.9","2026-01-13"
6946,4335,345,"0.50",2,1,"0.1","2026-01-13"
6947,4028,315,"19.00",1,20,"1.1","2026-01-13"
6948,4715,182,"20.00",0,20,"10.2","2026-01-13"
6949,5125,255,"15.00",0,15,"6.8","2026-01-13"
6950,2048,463,"26.00",6,30,"6.8","2026-01-13"
6951,5334,183,"88.00",2,90,"16.8","2026-01-13"
6952,5177,61,"1.00",13,3,"0.5","2026-01-13"
6953,3787,318,"5.00",0,5,"1.7","2026-01-13"
6954,5215,195,"19.00",1,20,"8.2","2026-01-13"
6955,5334,212,"55.00",5,60,"12.8","2026-01-13"
6956,2823,443,"47.00",4,50,"9.5","2026-01-13"
6957,2282,409,"20.00",1,20,"6.7","2026-01-13"
6958,4911,22,"30.00",0,30,"19.6","2026-01-13"
6959,2048,225,"43.00",13,55,"11","2026-01-13"
6960,5215,182,"20.00",0,20,"10.2","2026-01-13"
6961,4860,191,"17.00",3,20,"1.4","2026-01-13"
6962,856,189,"57.00",2,58,"11.6","2026-01-13"
6963,4911,188,"20.00",0,20,"22.2","2026-01-13"
6964,4848,258,"20.00",0,20,"6.2","2026-01-13"
6965,5215,183,"20.00",0,20,"11.4","2026-01-13"
6966,2823,414,"50.00",0,50,"19.1","2026-01-13"
6967,4041,212,"20.00",0,20,"5.2","2026-01-13"
6968,2068,183,"60.00",0,60,"14.4","2026-01-13"
6969,856,37,"1.00",0,1,"0.6","2026-01-13"
6970,5215,271,"20.00",0,20,"15.6","2026-01-13"
6971,5177,9,"0.75",14,3,"0.6","2026-01-13"
6972,856,28,"5.75",1,6,"1.4","2026-01-13"
6973,5149,183,"20.00",0,20,"16.2","2026-01-13"
6974,856,27,"6.00",0,6,"3.7","2026-01-13"
6975,5215,199,"20.00",0,20,"4.2","2026-01-13"
6976,5186,255,"20.00",0,20,"5.8","2026-01-13"
6977,4041,266,"20.00",0,20,"2.5","2026-01-13"
6978,5170,183,"20.00",0,20,"12.2","2026-01-13"
6979,3534,182,"96.00",5,100,"4","2026-01-13"
6980,3537,211,"40.00",0,40,"4.4","2026-01-13"
6981,926,246,"63.00",9,72,"5.3","2026-01-13"
6982,4822,448,"20.00",0,20,"7.4","2026-01-13"
6983,4026,298,"20.00",0,20,"4.2","2026-01-13"
6984,4883,359,"10.00",217,87,"2.2","2026-01-13"
6985,4822,233,"21.00",6,25,"6.5","2026-01-13"
6986,3460,278,"25.00",0,25,"8.7","2026-01-13"
6987,926,241,"19.00",1,20,"2.4","2026-01-13"
6988,5117,89,"5.00",0,5,"1.7","2026-01-13"
6989,4026,73,"12.25",12,15,"1.1","2026-01-13"
6990,3537,238,"39.00",1,40,"2.9","2026-01-13"
6991,4041,198,"39.00",2,41,"4.1","2026-01-13"
6992,3460,308,"20.00",0,20,"5.4","2026-01-13"
6993,369,241,"13.00",11,20,"0.9","2026-01-13"
6994,3460,366,"59.00",1,60,"7.1","2026-01-13"
6995,5183,22,"30.00",0,30,"5.3","2026-01-13"
6996,5292,195,"40.00",1,41,"20.6","2026-01-13"
6997,4141,73,"1.00",3,3,"0.2","2026-01-13"
6998,4141,66,"0.00",2,2,"0.2","2026-01-13"
6999,5292,199,"38.00",2,40,"23","2026-01-13"
7000,5261,183,"25.00",0,25,"11.2","2026-01-13"
7001,3784,73,"0.75",1,1,"0.8","2026-01-13"
7002,5292,367,"9.00",22,20,"6.6","2026-01-13"
7003,4026,256,"20.00",0,20,"6.3","2026-01-13"
7004,5183,103,"14.00",1,15,"1.8","2026-01-13"
7005,3784,80,"15.00",0,15,"7","2026-01-13"
7006,4841,73,"0.50",58,6,"0.2","2026-01-13"
7007,3784,345,"0.00",15,1,"0.4","2026-01-13"
7008,4343,66,"1.00",4,2,"0.1","2026-01-13"
7009,5183,263,"15.00",0,15,"4.3","2026-01-13"
7010,5292,14,"8.00",3,10,"2.7","2026-01-13"
7011,5349,80,"18.00",3,20,"2.7","2026-01-13"
7012,3154,325,"3.00",2,5,"1.3","2026-01-13"
7013,4871,9,"1.50",15,5,"0.6","2026-01-13"
7014,5349,65,"20.00",0,20,"6.1","2026-01-13"
7015,3154,92,"10.00",0,10,"1.5","2026-01-13"
7016,5292,65,"18.00",5,20,"5.3","2026-01-13"
7017,5336,183,"20.00",0,20,"7.3","2026-01-13"
7018,5183,46,"14.00",1,15,"2.6","2026-01-13"
7019,4343,16,"1.00",18,5,"0.7","2026-01-13"
7020,3457,200,"20.00",0,20,"7.5","2026-01-13"
7021,4141,241,"15.00",6,20,"1.2","2026-01-13"
7022,5292,307,"20.00",0,20,"18.8","2026-01-13"
7023,529,241,"20.00",0,20,"1.5","2026-01-13"
7024,5351,325,"5.00",0,5,"1.5","2026-01-13"
7025,5183,11,"28.00",2,30,"5.3","2026-01-13"
7026,915,246,"67.00",6,72,"9.7","2026-01-13"
7027,5351,92,"5.00",0,5,"1.7","2026-01-13"
7028,5349,54,"10.00",0,10,"2.4","2026-01-13"
7029,5351,183,"20.00",0,20,"25","2026-01-13"
7030,5220,529,"99.00",1,100,"20.6","2026-01-13"
7031,5351,112,"15.00",0,15,"4","2026-01-13"
7032,3344,218,"16.00",4,20,"1.4","2026-01-13"
7033,4879,61,"2.75",1,3,"0.3","2026-01-13"
7034,5336,364,"6.50",14,9,"0.6","2026-01-13"
7035,3154,112,"15.00",0,15,"0.8","2026-01-13"
7036,5349,14,"7.00",5,10,"1.8","2026-01-13"
7037,5336,80,"10.00",0,10,"4.3","2026-01-13"
7038,5349,183,"20.00",0,20,"15.4","2026-01-13"
7039,5354,183,"17.00",4,20,"3.2","2026-01-13"
7040,5351,525,"8.00",2,10,"0.6","2026-01-13"
7041,5336,366,"18.00",2,20,"15.4","2026-01-13"
7042,1941,189,"60.00",1,61,"12.2","2026-01-13"
7043,4901,359,"108.00",204,174,"2.7","2026-01-13"
7044,5336,396,"1.00",7,2,"0.4","2026-01-13"
7045,4345,359,"45.00",261,87,"1.6","2026-01-13"
7046,915,241,"13.00",38,20,"0.7","2026-01-13"
7047,4879,9,"3.00",0,3,"0.4","2026-01-13"
7048,1971,183,"20.00",0,20,"27.9","2026-01-13"
7049,5186,298,"296.00",17,310,"2.5","2026-01-14"
7050,3153,457,"22.00",13,30,"14.5","2026-01-14"
7051,3153,458,"146.00",12,156,"21.9","2026-01-14"
7052,3153,483,"92.00",1,93,"22.1","2026-01-14"
7053,5133,256,"358.00",15,373,"8.9","2026-01-14"
7054,529,246,"68.00",7,72,"5","2026-01-14"
7055,5220,213,"972.00",16,987,"31.6","2026-01-14"
7056,4236,255,"19.00",1,20,"4.5","2026-01-14"
7057,4582,183,"77.00",3,80,"7.6","2026-01-14"
7058,5186,256,"437.00",14,451,"3","2026-01-14"
7059,4729,183,"29.00",1,30,"10.7","2026-01-14"
7060,4236,256,"60.00",0,60,"3.9","2026-01-14"
7061,4524,495,"19.00",1,20,"2","2026-01-14"
7062,930,241,"20.00",0,20,"2.5","2026-01-14"
7063,4524,241,"19.00",1,20,"2","2026-01-14"
7064,4257,183,"20.00",0,20,"8.8","2026-01-14"
7065,4154,255,"201.00",5,206,"8.3","2026-01-14"
7066,4156,256,"20.00",0,20,"7.3","2026-01-14"
7067,4355,9,"3.75",5,5,"0.8","2026-01-14"
7068,4145,256,"78.00",3,80,"3.1","2026-01-14"
7069,5144,298,"226.00",4,230,"4.5","2026-01-14"
7070,4028,495,"20.00",0,20,"2.1","2026-01-14"
7071,4524,73,"1.00",4,2,"0.1","2026-01-14"
7072,4524,66,"1.00",0,1,"0.3","2026-01-14"
7073,4153,256,"59.00",1,60,"2","2026-01-14"
7074,4234,256,"285.00",8,293,"6.1","2026-01-14"
7075,4013,256,"40.00",0,40,"8.6","2026-01-14"
7076,4148,256,"45.00",1,46,"5.8","2026-01-14"
7077,1272,320,"60.00",0,60,"6.8","2026-01-14"
7078,4226,198,"517.00",25,540,"24.4","2026-01-14"
7079,1187,320,"47.00",3,50,"3.8","2026-01-14"
7080,1262,320,"18.00",3,20,"3.1","2026-01-14"
7081,5358,182,"78.00",5,80,"6.8","2026-01-14"
7082,1256,445,"17.00",4,20,"1.6","2026-01-14"
7083,1257,445,"19.00",2,21,"1.1","2026-01-14"
7084,1562,445,"19.00",3,20,"1.5","2026-01-14"
7085,3789,188,"274.00",6,280,"28","2026-01-14"
7086,5358,225,"17.00",4,20,"2.4","2026-01-14"
7087,268,183,"23.00",1,24,"10.9","2026-01-14"
7088,1136,445,"17.00",5,20,"1.5","2026-01-14"
7089,4026,73,"9.00",4,10,"0.8","2026-01-14"
7090,5367,183,"70.00",1,71,"18.3","2026-01-14"
7091,4369,256,"25.00",0,25,"0.8","2026-01-14"
7092,5342,183,"5.00",0,5,"9.7","2026-01-14"
7093,5338,191,"20.00",0,20,"5.9","2026-01-14"
7094,3849,183,"20.00",0,20,"18.7","2026-01-14"
7095,1162,445,"16.00",4,20,"0.6","2026-01-14"
7096,214,241,"16.00",5,20,"1.9","2026-01-14"
7097,3849,189,"20.00",0,20,"10.9","2026-01-14"
7098,3761,183,"20.00",0,20,"16.4","2026-01-14"
7099,1307,445,"13.00",10,20,"0.5","2026-01-14"
7100,1175,445,"13.00",7,20,"0.6","2026-01-14"
7101,3761,189,"18.00",2,20,"7.8","2026-01-14"
7102,4298,183,"19.00",1,20,"11.5","2026-01-14"
7103,1311,445,"15.00",8,20,"0.5","2026-01-14"
7104,3729,183,"40.00",0,40,"14.2","2026-01-14"
7105,3910,183,"20.00",0,20,"6.7","2026-01-14"
7106,3761,190,"22.00",0,22,"16.1","2026-01-14"
7107,1175,61,"3.25",3,4,"1.7","2026-01-14"
7108,4298,189,"14.00",8,20,"3.4","2026-01-14"
7109,193,241,"18.00",3,20,"1.4","2026-01-14"
7110,269,353,"11.00",4,14,"0.7","2026-01-14"
7111,5046,198,"324.00",6,330,"27","2026-01-14"
7112,272,353,"6.00",9,7,"0.2","2026-01-14"
7113,4967,279,"159.00",3,162,"20.1","2026-01-14"
7114,5046,453,"30.00",0,30,"15.9","2026-01-14"
7115,228,353,"21.00",4,24,"1.2","2026-01-14"
7116,338,353,"17.00",3,20,"1","2026-01-14"
7117,3996,73,"0.00",12,3,"0.7","2026-01-14"
7118,3996,82,"1.00",4,2,"1.5","2026-01-14"
7119,267,241,"17.00",3,20,"0.8","2026-01-14"
7120,214,353,"17.00",6,22,"1.1","2026-01-14"
7121,229,80,"12.00",3,15,"1","2026-01-14"
7122,270,248,"48.00",5,51,"2.5","2026-01-14"
7123,4351,61,"1.00",0,1,"0.9","2026-01-14"
7124,4273,61,"1.00",0,1,"0.8","2026-01-14"
7125,4772,28,"0.75",1,1,"0.5","2026-01-14"
7126,234,241,"16.00",5,20,"1.9","2026-01-14"
7127,276,248,"36.00",1,37,"1.9","2026-01-14"
7128,4684,61,"1.00",0,1,"0.5","2026-01-14"
7129,4898,61,"1.00",0,1,"0.4","2026-01-14"
7130,4259,61,"1.00",0,1,"0.3","2026-01-14"
7131,4307,61,"1.00",0,1,"0.2","2026-01-14"
7132,4351,73,"2.25",7,4,"0.4","2026-01-14"
7133,193,353,"33.00",1,34,"1.7","2026-01-14"
7134,4329,9,"1.75",1,2,"0.8","2026-01-14"
7135,3852,183,"39.00",1,40,"8.5","2026-01-14"
7136,4259,73,"1.00",0,1,"0.5","2026-01-14"
7137,4307,73,"2.00",0,2,"1.1","2026-01-14"
7138,267,73,"0.00",36,3,"0.4","2026-01-14"
7139,4684,73,"2.25",13,4,"0.4","2026-01-14"
7140,4307,16,"0.75",1,1,"0.8","2026-01-14"
7141,4329,73,"1.75",5,3,"0.3","2026-01-14"
7142,4318,61,"1.75",5,3,"1.1","2026-01-14"
7143,4351,66,"0.50",2,1,"0.3","2026-01-14"
7144,4772,37,"1.00",0,1,"1.5","2026-01-14"
7145,4273,73,"0.00",4,1,"0.1","2026-01-14"
7146,234,321,"41.00",3,44,"4.4","2026-01-14"
7147,268,80,"13.00",22,15,"0.5","2026-01-14"
7148,4307,430,"0.75",1,1,"0.2","2026-01-14"
7149,4684,66,"0.00",12,1,"0.2","2026-01-14"
7150,4898,66,"0.00",5,1,"0.3","2026-01-14"
7151,4684,9,"1.00",4,2,"0.6","2026-01-14"
7152,4329,16,"1.75",6,3,"0.4","2026-01-14"
7153,857,37,"12.50",2,13,"2.5","2026-01-14"
7154,4898,9,"2.00",0,2,"0.6","2026-01-14"
7155,4273,66,"0.00",4,1,"0.1","2026-01-14"
7156,857,44,"2.00",0,2,"2.6","2026-01-14"
7157,4504,73,"1.50",14,5,"0.2","2026-01-14"
7158,3852,189,"17.00",12,20,"1.8","2026-01-14"
7159,857,11,"28.00",2,30,"20","2026-01-14"
7160,4795,9,"3.75",5,5,"1","2026-01-14"
7161,857,197,"0.00",7,1,"0.8","2026-01-14"
7162,4259,66,"0.00",11,1,"0.1","2026-01-14"
7163,857,36,"1.00",5,2,"1.4","2026-01-14"
7164,4318,44,"1.00",0,1,"0.6","2026-01-14"
7165,857,27,"7.00",0,7,"6.8","2026-01-14"
7166,4351,9,"3.75",5,5,"0.8","2026-01-14"
7167,4772,258,"5.00",0,5,"3.9","2026-01-14"
7168,5350,183,"20.00",0,20,"17.6","2026-01-14"
7169,4648,408,"49.00",1,50,"18.4","2026-01-14"
7170,4496,198,"494.00",7,501,"20.8","2026-01-14"
7171,4795,246,"67.00",14,75,"4.1","2026-01-14"
7172,4686,232,"18.00",2,20,"3.9","2026-01-14"
7173,4795,368,"198.00",19,215,"4.3","2026-01-14"
7174,4648,213,"572.00",19,590,"16.1","2026-01-14"
7175,4715,455,"26.00",28,40,"3.7","2026-01-14"
7176,4997,278,"18.00",2,19,"3.8","2026-01-14"
7177,5296,278,"18.00",2,20,"3.6","2026-01-14"
7178,801,455,"47.00",69,82,"2.3","2026-01-14"
7179,4997,455,"14.00",21,23,"2.1","2026-01-14"
7180,5204,455,"18.00",10,23,"2.2","2026-01-14"
7181,4889,455,"30.00",27,44,"3","2026-01-14"
7182,5203,455,"44.00",36,65,"3.8","2026-01-14"
7183,4788,338,"18.00",7,20,"2.7","2026-01-14"
7184,4711,455,"17.00",15,21,"2.3","2026-01-14"
7185,4686,455,"13.00",21,20,"2","2026-01-14"
7186,4745,531,"9.00",103,43,"4.6","2026-01-14"
7187,3729,189,"17.00",3,20,"3","2026-01-14"
7188,4030,183,"20.00",0,20,"8.8","2026-01-14"
7189,3922,183,"29.00",0,29,"6.1","2026-01-14"
7190,5201,197,"1.75",5,3,"0.4","2026-01-14"
7191,4030,189,"18.00",3,20,"3.7","2026-01-14"
7192,3910,189,"20.00",0,20,"2.8","2026-01-14"
7193,3808,189,"18.00",2,20,"1.7","2026-01-14"
7194,5220,182,"168.00",4,171,"30.5","2026-01-14"
7195,4648,515,"2.00",13,2,"0.4","2026-01-14"
7196,4967,198,"19.00",1,20,"11","2026-01-14"
7197,3498,183,"36.00",4,40,"2.5","2026-01-14"
7198,4999,359,"58.00",61,87,"1.2","2026-01-14"
7199,5384,183,"20.00",0,20,"1.2","2026-01-14"
7200,3916,183,"39.00",1,40,"4.1","2026-01-14"
7201,3772,326,"2.00",4,5,"2.6","2026-01-14"
7202,4115,495,"18.00",3,20,"1.3","2026-01-14"
7203,2308,211,"26.00",16,30,"9.7","2026-01-14"
7204,4161,61,"8.50",6,10,"0.5","2026-01-14"
7205,2308,530,"21.00",24,30,"10.3","2026-01-14"
7206,2308,217,"24.00",9,30,"11.5","2026-01-14"
7207,4998,112,"28.00",2,30,"3.1","2026-01-14"
7208,2308,17,"52.00",20,60,"7.2","2026-01-14"
7209,5415,236,"19.00",1,20,"6.6","2026-01-14"
7210,5358,209,"20.00",0,20,"17.9","2026-01-14"
7211,4161,28,"4.75",1,5,"1.6","2026-01-14"
7212,3922,189,"20.00",0,20,"1.7","2026-01-14"
7213,5415,225,"100.00",10,109,"6.1","2026-01-14"
7214,5358,342,"20.00",0,20,"8.1","2026-01-14"
7215,5267,183,"20.00",0,20,"15.6","2026-01-14"
7216,3916,189,"17.00",3,20,"1.9","2026-01-14"
7217,4789,359,"44.00",91,87,"1.1","2026-01-14"
7218,4785,183,"29.00",0,29,"14.6","2026-01-14"
7219,5415,484,"15.00",6,20,"3","2026-01-14"
7220,4998,25,"26.00",6,30,"1.4","2026-01-14"
7221,5415,330,"16.00",4,20,"5.9","2026-01-14"
7222,5415,313,"15.00",7,20,"3","2026-01-14"
7223,4443,375,"9.00",2,10,"4.1","2026-01-14"
7224,4998,5,"12.00",12,15,"0.5","2026-01-14"
7225,5415,381,"17.00",3,20,"2.2","2026-01-14"
7226,4891,183,"14.00",2,15,"9.8","2026-01-14"
7227,4890,292,"23.00",3,26,"0.5","2026-01-14"
7228,4891,28,"4.25",3,5,"1.4","2026-01-14"
