"id","taskInfo"
262,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,7],false,""C79""]"
263,"[""math"",""C2"",""C10"",""C38"",""C42"",""C44"",""C47"",[""1"",""1""],false,""C79""]"
264,"[""math"",""C7"",""C36"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
265,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,6],false,""C79""]"
266,"[""math"",""C7"",""C33"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
267,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,3],false,""C79""]"
268,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,6],false,""C79""]"
269,"[""math"",""C3"",""C14"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
270,"[""math"",""C7"",""C31"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
271,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
272,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,6],false,""C79""]"
273,"[""math"",""C1"",""C11"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
274,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,7],false,""C79""]"
275,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[8,8],false,""C79""]"
276,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,9],false,""C79""]"
277,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,9],false,""C79""]"
278,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,10],false,""C79""]"
279,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[9,10],false,""C79""]"
280,"[""math"",""C2"",""C8"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
281,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,9],false,""C79""]"
282,"[""math"",""C3"",""C12"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
283,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,7],false,""C79""]"
284,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,5],false,""C79""]"
285,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,8],false,""C79""]"
286,"[""math"",""C1"",""C13"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
287,"[""math"",""C7"",""C34"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
288,"[""math"",""C3"",""C13"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
289,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,9],false,""C79""]"
290,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,6],false,""C79""]"
291,"[""math"",""C1"",""C14"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
292,"[""math"",""C1"",""C15"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
293,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C65"":[],""C66"":[""4kl""],""C68"":[],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C74"",1]"
294,"[""lang"",""C83"",""C50"",""C75"",{""C67"":[]},""C73"",3]"
295,"[""lang"",""C83"",""C50"",""C75"",{""C61"":[],""C66"":[""2kl""],""C67"":[],""C68"":[]},""C73"",1]"
296,"[""lang"",""C49"",""C51"",""C81"",""C82"",""C75"",""C60""]"
297,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,10],false,""C79""]"
298,"[""math"",""C1"",""C15"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
299,"[""math"",""C2"",""C16"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
300,"[""math"",""C2"",""C12"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
301,"[""math"",""C2"",""C12"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
303,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,2],false,""C79""]"
304,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,10],false,""C79""]"
305,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,5],false,""C79""]"
306,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,8],false,""C79""]"
307,"[""math"",""C1"",""C8"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
308,"[""math"",""C7"",""C34"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
309,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,2],false,""C79""]"
310,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[10,10],false,""C79""]"
311,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,3],false,""C79""]"
312,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,5],false,""C79""]"
313,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,3],false,""C79""]"
314,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[10,10],false,""C79""]"
315,"[""math"",""C4"",""C24"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
316,"[""math"",""C5"",""C21"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
317,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,10],false,""C79""]"
318,"[""math"",""C5"",""C22"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
319,"[""math"",""C4"",""C25"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
320,"[""math"",""C2"",""C14"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
321,"[""math"",""C1"",""C14"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
322,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[""4kl""],""C64"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C74"",1]"
323,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,10],false,""C79""]"
324,"[""math"",""C4"",""C26"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
325,"[""math"",""C2"",""C15"",""C38"",""C41"",""C43"",""C48"",[""1"",""1""],false,""C79""]"
326,"[""math"",""C2"",""C15"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
327,"[""math"",""C4"",""C29"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
328,"[""math"",""C5"",""C29"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
329,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[]},""C74"",1]"
330,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,2],false,""C79""]"
331,"[""math"",""C5"",""C19"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
332,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,9],false,""C79""]"
333,"[""math"",""C2"",""C11"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
334,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,3],false,""C79""]"
335,"[""math"",""C3"",""C11"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
336,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,2],false,""C79""]"
337,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,7],false,""C79""]"
338,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,9],false,""C79""]"
339,"[""lang"",""C49"",""C52"",""C81"",""C82"",""C75"",""C59""]"
340,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,7],false,""C79""]"
341,"[""math"",""C4"",""C27"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
342,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,10],false,""C79""]"
343,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
344,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,5],false,""C79""]"
345,"[""lang"",""C49"",""C51"",""C81"",""C82"",""C76"",""C60""]"
346,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,9],false,""C79""]"
347,"[""lang"",""C49"",""C52"",""C81"",""C82"",""C76"",""C60""]"
348,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[""4kl""]},""C73"",1]"
349,"[""math"",""C1"",""C11"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
350,"[""math"",""C1"",""C10"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
352,"[""math"",""C3"",""C14"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
353,"[""math"",""C1"",""C14"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
354,"[""math"",""C3"",""C13"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
355,"[""math"",""C2"",""C13"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
357,"[""math"",""C2"",""C10"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
358,"[""math"",""C2"",""C15"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
359,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[]},""C74"",1]"
360,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[]},""C73"",1]"
361,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,6],false,""C79""]"
362,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[10,10],false,""C79""]"
363,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,6],false,""C79""]"
364,"[""lang"",""C49"",""C52"",""C81"",""C82"",""C76"",""C58""]"
365,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[8,9],false,""C79""]"
366,"[""math"",""C4"",""C28"",""C37"",""C41"",""C45"",""C47"",[""1"",""1""],false,""C79""]"
367,"[""math"",""C5"",""C28"",""C37"",""C41"",""C45"",""C47"",[""1"",""1""],false,""C79""]"
368,"[""math"",""C3"",""C15"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
369,"[""math"",""C2"",""C14"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
370,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,6],false,""C79""]"
371,"[""math"",""C4"",""C23"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
372,"[""math"",""C7"",""C31"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
373,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,8],false,""C79""]"
374,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,6],false,""C79""]"
375,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,5],false,""C79""]"
376,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,4],false,""C79""]"
377,"[""math"",""C4"",""C28"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
378,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,4],false,""C79""]"
379,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,2],false,""C79""]"
380,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,7],false,""C79""]"
381,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,4],false,""C79""]"
382,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[9,9],false,""C79""]"
383,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,8],false,""C79""]"
384,"[""math"",""C2"",""C10"",""C38"",""C42"",""C43"",""C47"",[""1"",""1""],false,""C79""]"
385,"[""math"",""C5"",""C19"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
386,"[""math"",""C7"",""C33"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
387,"[""math"",""C4"",""C19"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
388,"[""lang"",""C83"",""C50"",""C76"",{""C69"":[],""C70"":[]},""C73"",1]"
389,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[8,10],false,""C79""]"
390,"[""math"",""C7"",""C35"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
391,"[""math"",""C5"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,10],false,""C79""]"
392,"[""math"",""C6"",""C20"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
393,"[""math"",""C4"",""C20"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
394,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C66"":[""4kl""],""C71"":[]},""C73"",1]"
395,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,7],false,""C79""]"
396,"[""lang"",""C49"",""C51"",""C81"",""C82"",""C76"",""C59""]"
397,"[""math"",""C1"",""C9"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
398,"[""math"",""C4"",""C20"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
399,"[""math"",""C3"",""C13"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
400,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,7],false,""C79""]"
401,"[""math"",""C4"",""C22"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
402,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,8],false,""C79""]"
403,"[""math"",""C7"",""C36"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
404,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,2],false,""C79""]"
405,"[""math"",""C2"",""C13"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
406,"[""math"",""C4"",""C26"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
407,"[""math"",""C2"",""C10"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
408,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,6],false,""C79""]"
409,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,7],false,""C79""]"
410,"[""math"",""C3"",""C12"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
411,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,3],false,""C79""]"
412,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,10],false,""C79""]"
413,"[""math"",""C3"",""C11"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
414,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,5],false,""C79""]"
415,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,4],false,""C79""]"
416,"[""math"",""C6"",""C29"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
417,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,9],false,""C79""]"
418,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,7],false,""C79""]"
419,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,4],false,""C79""]"
420,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[]},""C73"",3]"
421,"[""math"",""C6"",""C22"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
422,"[""math"",""C1"",""C12"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
423,"[""math"",""C2"",""C11"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
424,"[""math"",""C1"",""C13"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
425,"[""math"",""C4"",""C21"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
426,"[""math"",""C2"",""C8"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
427,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[8,8],false,""C79""]"
428,"[""math"",""C6"",""C21"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
429,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,7],false,""C79""]"
430,"[""lang"",""C49"",""C52"",""C80"",""C82"",""C76"",""C60""]"
431,"[""lang"",""C83"",""C50"",""C76"",{""C69"":[],""C70"":[],""C72"":[]},""C73"",1]"
432,"[""math"",""C1"",""C15"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
433,"[""lang"",""C49"",""C51"",""C81"",""C82"",""C75"",""C59""]"
434,"[""lang"",""C83"",""C50"",""C75"",{""C87"":[],""C66"":[""2kl""],""C67"":[]},""C73"",3]"
435,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,8],false,""C79""]"
436,"[""math"",""C1"",""C12"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
437,"[""math"",""C6"",""C28"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
439,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[10,10],false,""C79""]"
440,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,10],false,""C79""]"
441,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[8,10],false,""C79""]"
442,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,3],false,""C79""]"
443,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,8],false,""C79""]"
444,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,8],false,""C79""]"
445,"[""math"",""C2"",""C14"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
446,"[""math"",""C3"",""C12"",""C38"",""C41"",""C43"",""C48"",[""1"",""1""],false,""C79""]"
447,"[""math"",""C1"",""C11"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
448,"[""math"",""C3"",""C11"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
449,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,8],false,""C79""]"
450,"[""math"",""C6"",""C25"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
451,"[""math"",""C5"",""C24"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
452,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,4],false,""C79""]"
453,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,10],false,""C79""]"
454,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[""4kl""],""C69"":[],""C70"":[]},""C73"",1]"
455,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[]},""C73"",1]"
456,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,6],false,""C79""]"
457,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,8],false,""C79""]"
458,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[9,10],false,""C79""]"
459,"[""math"",""C1"",""C13"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
460,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,10],false,""C79""]"
461,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,6],false,""C79""]"
462,"[""math"",""C3"",""C12"",""C38"",""C42"",""C43"",""C47"",[""1"",""1""],false,""C79""]"
463,"[""math"",""C3"",""C11"",""C38"",""C41"",""C43"",""C48"",[""1"",""1""],false,""C79""]"
464,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,10],true,""C79""]"
465,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C66"":[""2kl""],""C67"":[]},""C73"",1]"
466,"[""math"",""C3"",""C8"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
467,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,6],false,""C79""]"
468,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[3,9],false,""C79""]"
469,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,8],false,""C79""]"
470,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,6],false,""C79""]"
471,"[""math"",""C1"",""C11"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
472,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,10],false,""C79""]"
473,"[""math"",""C3"",""C12"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
474,"[""math"",""C4"",""C27"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
475,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,9],true,""C79""]"
476,"[""math"",""C2"",""C11"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
477,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C66"":[""4kl""],""C69"":[],""C70"":[]},""C73"",1]"
478,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[8,9],false,""C79""]"
479,"[""lang"",""C83"",""C50"",""C75"",{},""C73"",1]"
480,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,3],false,""C79""]"
481,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,6],false,""C79""]"
482,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C66"":[""2kl""],""C67"":[]},""C73"",1]"
483,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[9,9],false,""C79""]"
484,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,9],false,""C79""]"
485,"[""math"",""C1"",""C12"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
486,"[""math"",""C3"",""C15"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
487,"[""lang"",""C49"",""C52"",""C81"",""C82"",""C76"",""C59""]"
488,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,8],false,""C79""]"
490,"[""math"",""C4"",""C19"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
491,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C66"":[""4kl""],""C64"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
492,"[""lang"",""C83"",""C50"",""C75"",{""C86"":[],""C87"":[],""C66"":[""2kl""],""C67"":[]},""C73"",3]"
493,"[""math"",""C3"",""C10"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
494,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[]},""C73"",3]"
495,"[""math"",""C5"",""C20"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
496,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C64"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C73"",1]"
497,"[""math"",""C7"",""C33"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
498,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,8],false,""C79""]"
499,"[""math"",""C3"",""C14"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
500,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,9],false,""C79""]"
501,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,8],false,""C79""]"
502,"[""math"",""C7"",""C32"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
503,"[""math"",""C2"",""C10"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
504,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,5],false,""C79""]"
505,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[8,10],false,""C79""]"
506,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,4],false,""C79""]"
507,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,4],false,""C79""]"
508,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[""2"",""9""],true,""C79""]"
509,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,10],false,""C79""]"
510,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[]},""C73"",1]"
512,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C69"":[],""C70"":[],""C72"":[]},""C74"",1]"
513,"[""lang"",""C49"",""C52"",""C80"",""C84""]"
514,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[8,9],false,""C79""]"
515,"[""math"",""C3"",""C14"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
516,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C66"":[""4kl""]},""C73"",1]"
517,"[""math"",""C3"",""C14"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
518,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,4],false,""C79""]"
519,"[""lang"",""C83"",""C50"",""C75"",{""C67"":[],""C85"":[]},""C73"",1]"
520,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,9],false,""C79""]"
521,"[""math"",""C4"",""C22"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
522,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,9],false,""C79""]"
523,"[""lang"",""C83"",""C50"",""C76"",{""C70"":[]},""C73"",1]"
524,"[""math"",""C4"",""C23"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
525,"[""math"",""C4"",""C26"",""C37"",""C41"",""C45"",""C48"",[""1"",""1""],false,""C79""]"
526,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,10],false,""C79""]"
527,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,4],false,""C79""]"
528,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,10],true,""C79""]"
529,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[9,10],false,""C79""]"
530,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,9],false,""C79""]"
531,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[]},""C73"",1]"
532,"[""math"",""C7"",""C35"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
533,"[""math"",""C5"",""C30"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
